                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     58,                 1.0853,                0.58317,                0.90344,                0.76979,                0.66418,                0.71094,                0.43668,                 1.6237,                 1.4912,                  1.167,              0.0003095,              0.0003095,              0.0003095
                     59,                 1.0434,                0.57906,                0.87954,                0.88741,                0.58815,                0.69224,                0.43074,                 1.6255,                 1.5152,                 1.1814,               0.000293,               0.000293,               0.000293
                     60,                 1.0061,                0.56286,                0.87428,                0.84549,                0.58022,                0.70126,                0.41653,                  1.672,                 1.4755,                 1.2044,              0.0002765,              0.0002765,              0.0002765
                     61,                0.97347,                0.53362,                0.86269,                0.75907,                0.65751,                0.71115,                0.42716,                 1.7005,                 1.4377,                 1.2472,                0.00026,                0.00026,                0.00026
                     62,                0.94531,                0.50532,                0.86533,                0.69976,                0.72038,                0.73819,                0.44104,                 1.6035,                 1.3025,                 1.1863,              0.0002435,              0.0002435,              0.0002435
                     63,                0.97623,                0.54472,                0.87004,                0.84032,                0.61668,                0.72284,                0.43146,                 1.6567,                 1.3709,                 1.2074,               0.000227,               0.000227,               0.000227
                     64,                0.93613,                0.52834,                0.85185,                0.81835,                0.63905,                0.73337,                0.43748,                 1.6786,                 1.4096,                 1.2206,              0.0002105,              0.0002105,              0.0002105
                     65,                0.98771,                0.54751,                0.86493,                0.79062,                0.63587,                0.73327,                0.44654,                  1.603,                 1.4144,                 1.1837,               0.000194,               0.000194,               0.000194
                     66,                0.88333,                0.49456,                0.87063,                0.75237,                0.69158,                0.74159,                0.43618,                  1.651,                  1.301,                 1.2261,              0.0001775,              0.0001775,              0.0001775
                     67,                0.87396,                0.48814,                0.87015,                0.75517,                0.66769,                0.73247,                0.43374,                 1.6661,                 1.3249,                 1.2224,               0.000161,               0.000161,               0.000161
                     68,                0.87761,                0.48601,                0.86123,                0.84808,                0.59035,                0.72295,                0.42681,                 1.7039,                 1.4271,                  1.207,              0.0001445,              0.0001445,              0.0001445
                     69,                0.86931,                0.47496,                0.86957,                 0.8284,                0.62224,                0.73739,                0.43767,                 1.6428,                 1.4109,                 1.2031,               0.000128,               0.000128,               0.000128
                     70,                0.80316,                0.46467,                0.86829,                0.71946,                0.68257,                0.75684,                0.43976,                 1.6783,                 1.3508,                 1.2286,              0.0001115,              0.0001115,              0.0001115
                     71,                0.79327,                0.45144,                0.85545,                0.86164,                0.62987,                0.74939,                0.43145,                 1.6492,                  1.316,                 1.2094,                9.5e-05,                9.5e-05,                9.5e-05
                     72,                0.81165,                0.45264,                0.85918,                0.84923,                0.62556,                0.73243,                0.42584,                 1.6571,                 1.3935,                 1.2045,               7.85e-05,               7.85e-05,               7.85e-05
                     73,                0.80057,                0.44474,                0.86619,                0.83576,                0.62752,                0.73382,                0.43561,                 1.6465,                 1.3619,                 1.2121,                6.2e-05,                6.2e-05,                6.2e-05
                     74,                0.79081,                0.43856,                0.86577,                0.79338,                0.64474,                0.72479,                0.42777,                 1.6492,                 1.3704,                 1.2182,               4.55e-05,               4.55e-05,               4.55e-05
                     75,                0.77977,                0.45054,                0.85126,                0.87233,                0.59447,                0.72615,                0.43285,                 1.6574,                 1.3719,                 1.2201,                2.9e-05,                2.9e-05,                2.9e-05
